,Frame name,Datetime,Fork name,Disc.,Sizes,date,Frame code,Fork code,RefreshTimeUTC
317,SIRELLI 1 SIRELLI 2 SIRELLI 3 SBC CONCEPT R1.0 SBC CONCEPT R1.1,2014-08-14 00:00:00,RD,SIRELLI 1 /SIRELLI 2 /SIRELLI 3 /SBC CONCEPT R1.0 /SBC CONCEPT R1.1,XXS - XL (6),14.08.2014,SILV-SIR-RD,SILV-SIR-RD,2020-06-24 20:42:04
318,SCALA,2014-06-20 00:00:00,TT,K15,S - XL (4),20.06.2014,DOL-SCAL-TT,DOL-SCAL-TT,2020-06-24 20:42:04
319,PISTA CARBON MY2015,2014-06-20 00:00:00,TR,C1605483,S - L (3),20.06.2014,BIAN-PI15-TR,BIAN-PI15-TR,2020-06-24 20:42:04
320,AQUILA CV,2014-06-20 00:00:00,CX,C1605511,XS - L (4),20.06.2014,BIAN-AQCV-TT,BIAN-AQCV-TT,2020-06-24 20:42:04
321,PLASMA 4,2014-06-16 00:00:00,TT,Plasma 4,XS - XL (5),16.06.2014,SCOT-PLA4-TT,SCOT-PLA4-TT,2020-06-24 20:42:04
322,IZON  IZON AKTIV,2014-06-05 00:00:00,RD,TF03TFP01,XXS - XL (6),05.06.2014,TIME-IZON-RD,TIME-TF03-RDTIME-TFP1-RD,2020-06-24 20:42:04
323,PLASMA 5 TRACK,2014-05-27 00:00:00,TR,Plasma 5 Track,M,27.05.2014,SCOT-PLA5-TR,SCOT-PLA5-TR,2020-06-24 20:42:04
324,PLASMA 5,2014-05-27 00:00:00,TT,Plasma 5,S - XL (4),27.05.2014,SCOT-PLA5-TT,SCOT-PLA5-TT,2020-06-24 20:42:04
325,EMPIRE,2014-05-19 00:00:00,RD,Enve 2.0 Road Fork,XXS - XXL (7),19.05.2014,MERL-EMP-RD,MERL-EMP-RD,2020-06-24 20:42:04
326,SKYLONSCYLON,2014-05-15 00:00:00,RD,TF05TFP02,XXS - XL (6),15.05.2014,TIME-SKY-RDTIME-SCY-RD,TIME-TF05-RDTIME-TFP2-RD,2020-06-24 20:42:04
327,NITROGEN  NITROGEN PRO,2014-05-14 00:00:00,RD,N7,XS - XL (5),14.05.2014,AR18-NITR-RD,AR18-N7-RD,2020-06-24 20:42:04
328,AVANT 2015,2014-04-10 00:00:00,AVANT 2015,RD,47 - 60 (7),ORB-AVAN-RD,10.04.2014,ORB-AVAN-RD,2020-06-24 20:42:04
329,ORCA 2015,2014-04-09 00:00:00,ORCA 2015,RD,47 - 60 (7),ORB-ORC2-RD,09.04.2014,ORB-ORC2-RD,2020-06-24 20:42:04
330,ZERO7 2015  ZERO6,2014-04-09 00:00:00,RD,ZERO7 2015 / ZERO6,XS - XXL (6),09.04.2014,WIL-ZE72-RD,WIL-ZE72-RD,2020-06-24 20:42:04
331,ZOLDER MY 2015,2014-04-02 00:00:00,CX,C1605495,49 - 60 (6),02.04.2014,BIAN-ZO15-CX,BIAN-ZO15-CX,2020-06-24 20:42:04
332,CHARISMA,2014-03-28 00:00:00,RD,CHARISMA,420 - 580 (8),28.03.2014,AUTH-CHAR-RD,AUTH-CHAR-RD,2020-06-24 20:42:04
333,KRYPTON  GO,2014-03-19 00:00:00,RD,KR Fork / Go!,XXS - XL (6),19.03.2014,AR18-KRYP-RD,AR18-KRYP-RD,2020-06-24 20:42:04
334,ZURIGO MY 2015,2014-03-18 00:00:00,CX,C1605447,49 - 61 (6),18.03.2014,BIAN-ZU15-CX,BIAN-ZU15-CX,2020-06-24 20:42:04
335,DIABOLIQUE,2014-02-05 00:00:00,TT,DIABOLIQUE,XS - XL (5),05.02.2014,NORC-DIAB-TT,NORC-DIAB-TT,2020-06-24 20:42:04
336,DF4,2014-02-05 00:00:00,TR,Alpina Wing Pista,51.5 - 59 (5),05.02.2014,DOL-DF4-TR,DOL-DF4-TR,2020-06-24 20:42:04
337,ORDU OME,2014-02-04 00:00:00,ORDU OME,TT,XS - L (4),ORB-ORD-TT,04.02.2014,ORB-ORD-TT,2020-06-24 20:42:04
338,CHRONO TT 2,2014-01-30 00:00:00,TT,Chrono TT 2,450 - 560 (5),30.01.2014,VITU-CHR2-TT,VITU-CHR2-TT,2020-06-24 20:42:04
339,SUPER ACCIAIO,2014-01-30 00:00:00,RD,Columbus Gramy,46 - 61 (6),30.01.2014,COND-SUPA-RD,COND-SUPA-RD,2020-06-24 20:42:04
340,VITESSE EVO,2014-01-23 00:00:00,RD,Vitesse Evo,490 - 620 (7),23.01.2014,VITU-VITE-RD,VITU-VITE-RD,2020-06-24 20:42:04
341,TARMAC 15,2014-01-15 00:00:00,RD,TARMAC 15,49 - 64 (10),15.01.2014,SPE-TA15-RD,SPE-TA15-RD,2020-06-24 20:42:04
342,SUPREME,2013-12-16 00:00:00,RD,SUPREME,450 - 590 (8),16.12.2013,JORB-SUP-RD,JORB-SUP-RD,2020-06-24 20:42:04
343,SCALERA 1  SCALERA2  SCALERA 3 SCALERA PRO  SBCCONCEPT R1,2013-12-10 00:00:00,RD,SCALERA 1 / SCALERA2 / SCALERA 3 /SCALERA PRO / SBCCONCEPT R1,49 - 61 (6),10.12.2013,SILV-SCAL-RD,SILV-SCAL-RD,2020-06-24 20:42:04
344,LEGGERO,2013-11-29 00:00:00,RD,Deda Nero Supremacy,46 - 61 (6),29.11.2013,COND-LEGG-RD,COND-LEGG-RD,2020-06-24 20:42:04
345,TREKESLRRD,2013-11-15 00:00:00,RD,Emonda SLR,"Emonda SLR FullCarbon, E2, CarbonDropouts",H1 : 50-62 (7)H2 : 47-64 (9),15.11.2013,TREK-ESLR-RD,2020-06-24 20:42:04
346,TREKESLRD,2013-11-15 00:00:00,RD,Emonda SL,"Emonda SL FullCarbon, E2",44 - 64 (10),15.11.2013,TREK-ESL-RD,2020-06-24 20:42:04
347,TREKESRD,2013-11-15 00:00:00,RD,Emonda S,"Emonda Carbon, E2",44 - 62 (9),15.11.2013,TREK-ES-RD,2020-06-24 20:42:04
348,Granfondo 02 MY 15,2013-11-08 00:00:00,Granfondo 02 MY 15,Granfondo RD,48 - 61 (6),08.11.2013,BMC-GF2C-RD,BMC-GF-RD,2020-06-24 20:42:04
349,KER8,2013-10-30 00:00:00,RD,KE-FR8,45 - 58 (6),30.10.2013,KEMO-KER8-RD,KEMO-KER8-RD,2020-06-24 20:42:04
350,KER5,2013-10-30 00:00:00,RD,KE-FR5,48 - 61 (6),30.10.2013,KEMO-KER5-RD,KEMO-KER5-RD,2020-06-24 20:42:04
351,EQUIPER,2013-10-29 00:00:00,RD,FB-F0007,48 --60 (7),29.10.2013,AQU-EQR-RD,AQU-EQR-RD,2020-06-24 20:42:04
352,ALIAS,2013-10-03 00:00:00,RD,Alias,44 - 57 (5),03.10.2013,SPE-ALIA-RD,SPE-ALIA-RD,2020-06-24 20:42:04
353,BTWI-ULT-RD,2013-10-01 00:00:00,RD,ULTRA / ULTRA CF,XXS - XL (6),01.10.2013,BTWI-ULT-RD,BTWI-ULT-RD,2020-06-24 20:42:04
354,THRESHOLD,2013-09-20 00:00:00,CX,THRESHOLD,50 - 60 (5),20.09.2013,NORC-THRE-CX,NORC-THRE-CX,2020-06-24 20:42:04
355,TeamMachine SLR03,2013-09-20 00:00:00,TeamMachine SLR03,TeamMachine RD,48 - 60 (5),20.09.2013,BMC-SLR3-RD,BMC-TEAM-RD,2020-06-24 20:42:04
356,TREKCXDICX,2013-09-10 00:00:00,CX,Crockett Disc,"Trek ISO Speed crosscarbon disc, E2",50 - 61 (6),18.12.2012,TREK-CRDI-CX,2020-06-24 20:42:04
357,TREKCXFCCX,2013-09-10 00:00:00,CX,Crockett Canti,Trek ISO Speed crossfull carbon,50 - 61 (6),18.12.2012,TREK-CRCA-CX,2020-06-24 20:42:04
358,TREKISFCRD,2013-09-06 00:00:00,RD,Silque 6 Series,Trek ISO Speed fullcarbon E2,56 - 62 (3),18.05.2012,TREK-SIL6-RD,2020-06-24 20:42:04
359,GIGADRIVE 2014,2013-08-15 00:00:00,RD,EGC-FK-04,470 - 620 (6),15.08.2013,CENT-GI14-RD,CENT-GI14-RD,2020-06-24 20:42:04
360,BLUE-NOR-CX,2013-08-09 00:00:00, , , , , ,Norcross EX Aero,2020-06-24 20:42:04
361,AEROLIGHT,2013-07-09 00:00:00,TT,Aerolight,SM - LA (3),09.07.2013,BHB-AERO-TT,BHB-AERO-TT,2020-06-24 20:42:04
362,ZXRS 2014,2013-07-05 00:00:00,RD,TF03,XXS - XL (6),05.07.2013,TIME-ZX14-RD,TIME-TF03-RD,2020-06-24 20:42:04
363,GLOBAL CONCEPT G6,2013-07-02 00:00:00,RD,Global Concept G6,SM - LA (3),02.07.2013,BHB-G6-RD,BHB-G6-RD,2020-06-24 20:42:04
364,Crossmachine CX01,2013-07-02 00:00:00,Crossmachine CX01,Crossmachine CX01 CX,48 - 60 (5),02.07.2013,BMC-CX1-CX,BMC-CX1-CX,2020-06-24 20:42:04
365,XNIGHT DISCXNIGHT SL DISC,2013-06-27 00:00:00,CX,X-Night DiscX-Night SL Disc,XS - XL (5),27.06.2013,RID-XNDI-CX,RID-XNDI-CX,2020-06-24 20:42:04
366,DEAN,2013-06-26 00:00:00,TT,Dean Fast,XS - L (4),26.06.2013,RID-DEAN-TT,RID-DEAN-TT,2020-06-24 20:42:04
367,TREKSKFCTT,2013-06-06 00:00:00,TT,Speed concept 9 Series,Bontrager SC KVF FullCarbon,XS - XL (6),14.06.2011,TREK-CON9-TT,2020-06-24 20:42:04
368,FLUIDITY S MY2014,2013-05-30 00:00:00,RD,TF03,XXXS - XL (7),30.05.2013,TIME-FLSB-RD,TIME-TF03-RD,2020-06-24 20:42:04
369,TREKMKCRD,2013-05-29 00:00:00,RD,Madone 2 SeriesMY2014,"Madone KVF carbon,E2, SpeedTrapcompatible",47 - 64 (9),29.05.2013,TREK-MA2B-RD,2020-06-24 20:42:04
370,CANY-R13B-RD,2013-05-01 00:00:00, , , , , ,Ultimate AL R23,2020-06-24 20:42:04
371,CANY-R23B-RD,2013-05-01 00:00:00, , , , , ,Roadlite AL R12,2020-06-24 20:42:04
372,AERIUM SUPER HPC,2013-04-30 00:00:00,TT,AERIUM Super HPCFork,S - XL (4),30.04.2013,CUBE-AER-TT,CUBE-AER-TT,2020-06-24 20:42:04
373,TrackMachine TR01,2013-04-30 00:00:00,TrackMachine TR01,TrackMachine TR01 TR,S - L (3),30.04.2013,BMC-TR01-TR,BMC-TR01-TR,2020-06-24 20:42:04
374,CANY-R12B-RD,2013-04-19 00:00:00, , , , , ,MY2014,2020-06-24 20:42:04
375,TRIPLE EEE,2013-04-18 00:00:00,RD,Triple EEE,XS - XL (5),18.04.2013,AIR-EEE-RD,AIR-EEE-RD,2020-06-24 20:42:04
376,CENTO 1 AIR,2013-04-18 00:00:00,RD,CENTO 1 AIR,XS - XXL (6),18.04.2013,WIL-C1AI-RD,WIL-C1AI-RD,2020-06-24 20:42:04
377,TCX ADV,2013-04-16 00:00:00,CX,TCX Adv disc 15mmthrough Axle /TCX Adv disc open type,XS - XL (6),16.04.2013,GIAN-TCXA-CX,GIAN-TA15-CXGIAN-TAOT-CX,2020-06-24 20:42:04
378,OLTRE XR2 OLTRE XR1,2013-04-05 00:00:00,RD,C1605444,47 - 61 (7),05.04.2013,BIAN-OL2-RD,BIAN-OL2-RD,2020-06-24 20:42:04
379,TREKMKFCRD,2013-04-04 00:00:00,RD,"Madone 7, 6 Series",Madone KVF FullCarbon E2 CarbonDropouts,H1 : 50-62 (7)H2 : 47-64 (9),09.03.2012,TREK-MAD7-RD,2020-06-24 20:42:04
380,BRAVA,2013-03-27 00:00:00,CX,TCX Adv disc 15mmthrough Axle,XS - L (4),27.03.2013,GIAN-BRSL-CX,GIAN-TA15-CX,2020-06-24 20:42:04
381,TCX SLR,2013-03-27 00:00:00,CX,TCX Adv disc 15mmthrough Axle,XS - XL (6),27.03.2013,GIAN-TCXS-CX,GIAN-TA15-CX,2020-06-24 20:42:04
382,GALLIUM  GALLIUMPRO  GALLIUM CS,2013-03-20 00:00:00,RD,GA31 / GA31-PRO /GA31-CS,XXS - XL (6),20.03.2013,AR18-GAL-RD,AR18-GAL-RD,2020-06-24 20:42:04
383,CORSA SL,2013-03-18 00:00:00,RD,XS - XL (7),18.03.2013,AVNT-CSL-RD,AVNT-CSL-RD,Corsa SL,2020-06-24 20:42:04
384,ORCA,2013-03-14 00:00:00,ORCA,RD,47 - 60 (7),ORB-ORCA-RD,14.03.2013,ORB-ORCA-RD,2020-06-24 20:42:04
385,PROPEL ADV,2013-02-22 00:00:00,RD,PROPEL ADV,XS - XL (6),22.02.2013,GIAN-PADV-RD,GIAN-PADV-RD,2020-06-24 20:42:04
386,ZURIGO DISK BRAKE,2013-02-22 00:00:00,CX,C1605447,490 - 610 (5),22.02.2013,BIAN-ZUDB-CX,BIAN-ZUDB-CX,2020-06-24 20:42:04
387,18.02.2013,2013-02-18 00:00:00,TT,AEROSTORM 2013,AEROSTORM 2013,500 - 580 (3),18.02.2013,LAPI-AER2-TT,2020-06-24 20:42:04
388,TREKRFRD,2013-02-06 00:00:00,RD,1 Series MY2014,Bontrager Race Fork,47 - 64 (9),06.02.2013,TREK-1SER-RD,2020-06-24 20:42:04
389,TREKRAFRD,2013-02-06 00:00:00,RD,Madone 4 SeriesMY2014,Bontrager Race AeroFork,47 - 64 (9),06.02.2013,TREK-MD42-RD,2020-06-24 20:42:04
390,INTENSO,2013-01-24 00:00:00,RD,C1605404,44 - 63 (9),24.01.2013,BIAN-INT-RD,BIAN-INT-RD,2020-06-24 20:42:04
391,PINA-757N-RD,2013-01-15 00:00:00, , , , , ,THINK2 / MARVEL /,2020-06-24 20:42:04
392,INFINITO CV,2012-12-19 00:00:00,RD,C1605420,47 - 63 (8),19.12.2012,BIAN-INCV-RD,BIAN-INCV-RD,2020-06-24 20:42:04
393,MARCELLO SLK1 FCM938,2012-12-11 00:00:00,RD,Marcello SLK1,48 - 61 (6),11.12.2012,RAIK-SLK1-RD,RAIK-SLK1-RD,2020-06-24 20:42:04
394,MARCELLO SLK3 FCM660,2012-12-11 00:00:00,RD,Marcello SLK3,47 - 60 (7),11.12.2012,RAIK-SLK3-RD,RAIK-SLK3-RD,2020-06-24 20:42:04
395,ADDICT,2012-12-10 00:00:00,RD,Addict,XXS - XXL (7),10.12.2012,SCOT-ADDI-RD,SCOT-ADDI-RD,2020-06-24 20:42:04
396,CHRONO TT,2012-12-10 00:00:00,TT,Chrono TT,"51,5 - 55,5 (3)",10.12.2012,VITU-CHRO-TT,VITU-CHRO-TT,2020-06-24 20:42:04
397,RQC32  TR003 TR225,2012-10-26 00:00:00,RD,RC58S,460 - 580 (5),26.10.2012,GGC-QC32-RD,GGC-C58S-RD,2020-06-24 20:42:04
398,RQC30,2012-10-26 00:00:00,RD,RC52S,460 - 580 (5),26.10.2012,GGC-QC30-RD,GGC-C52S-RD,2020-06-24 20:42:04
399,24.10.2012,2012-10-24 00:00:00,RD,REACTO EVO,FK-M-07 /Reacto Evo SL Fork,47 - 59 (7),24.10.2012,MERI-REVO-RD,2020-06-24 20:42:04
400,TACTIC,2012-10-18 00:00:00,TACTIC,RD,TACTIC,48 - 60.5 (6),18.10.2012,NORC-TACT-RD,2020-06-24 20:42:04
401,16.10.2012,2012-10-16 00:00:00,TT,KONOS,KONOS,500 - 580 (4),16.10.2012,BAS-KON-TT,2020-06-24 20:42:04
402,VITESSE  VITESSE VR VITESSE SEAN KELLYVITESSE VRI  VITESSESEAN KELLY VRI,2012-10-11 00:00:00,RD,Vitesse full carbon,480 - 600 (7),11.10.2012,VITU-VIT-RD,VITU-VIT-RD,2020-06-24 20:42:04
403,X-Night YD-B25X-Night SL,2012-10-05 00:00:00,X-Night YD-B25X-Night SL,CX,Oryx Pro Fork BR-F2,50 - 58 (5),05.10.2012,RID-XNIG-CX,2020-06-24 20:42:04
404,TeamMachine SLR02,2012-10-02 00:00:00,TeamMachine SLR02,TeamMachine RD,48 - 60 (5),02.10.2012,BMC-SLR2-RD,BMC-TEAM-RD,2020-06-24 20:42:04
405,TeamMachine SLR01,2012-10-02 00:00:00,TeamMachine SLR01,TeamMachine RD,48 - 61 (6),02.10.2012,BMC-SLR1-RD,BMC-TEAM-RD,2020-06-24 20:42:04
406,26.09.2012,2012-09-26 00:00:00,RD,RIDE SL,FK-M-06,XS - XL (7),26.09.2012,MERI-RISL-RD,2020-06-24 20:42:04
407,TrackMachine TR02,2012-09-26 00:00:00,TrackMachine TR02,Track Fork TR,XS - L (4),26.09.2012,BMC-TR02-TR,BMC-TR-TR,2020-06-24 20:42:04
408,25.09.2012,2012-09-25 00:00:00,RD,R3 MUD,FK29,51 - 61 (5),25.09.2012,CERV-R3M-RD,2020-06-24 20:42:04
409,Liz Carbon,2012-09-25 00:00:00,Liz Carbon,RD,Liz Carbon Fork,XXS - M (4),25.09.2012,RID-LIZC-RD,2020-06-24 20:42:04
410,R9,2012-09-13 00:00:00,R9,RD,R9,XS - XL (5),13.09.2012,RID-R9-RD,2020-06-24 20:42:04
411,Signature,2012-09-11 00:00:00,Signature,TR,ENVE Track,Custom,11.09.2012,TIEM-SIG-TR,2020-06-24 20:42:04
412,03.09.2012,2012-09-03 00:00:00,RD,Bura SL,Bura SL,490 - 580 (5),03.09.2012,NPR-BURA-RD,2020-06-24 20:42:04
413,Crux Carbon DiscCrux Carbon Canti,2012-09-03 00:00:00,Crux Carbon DiscCrux Carbon Canti,CX,Crux Carbon DiscCrux Carbon Canti,46 - 61 (7),03.09.2012,SPE-CRUX-CX,2020-06-24 20:42:04
414,ALLEZ 650,2012-08-27 00:00:00,ALLEZ 650,RD,ALLEZ 650,45 (1),27.08.2012,SPE-A650-RD,2020-06-24 20:42:04
415,13.08.2012,2012-08-13 00:00:00,RD,DIAMANTE,DIAMANTE,450 - 610 (7),13.08.2012,BAS-DIA-RD,2020-06-24 20:42:04
416,Celtic Cross,2012-07-19 00:00:00,Celtic Cross,CX,Celtic Cross,Custom,19.07.2012,SHAM-CELT-CX,2020-06-24 20:42:04
417,17.07.2012,2012-07-17 00:00:00,CX,Altamira CX,Altamira CX,49 - 60 (6),17.07.2012,FUJI-ALCX-CX,2020-06-24 20:42:04
418,13.07.2012,2012-07-13 00:00:00,RD,RL8,RIS9,390 - 540 (6),13.07.2012,BSC-RL8-RD,2020-06-24 20:42:04
419,ARROW ONE,2012-07-13 00:00:00,RD,Arrow One,46 - 58 (5),13.07.2012,CULP-AONE-RD,CULP-AONE-RD,2020-06-24 20:42:04
420,04.07.2012,2012-07-04 00:00:00,RD,BOND,LOGOS,XS - XL (5),04.07.2012,DIAM-BOND-RD,2020-06-24 20:42:04
421,29.06.2012,2012-06-29 00:00:00,TR,TR9,TR9,S - L (5),29.06.2012,FES-B10-TR,2020-06-24 20:42:04
422,27.06.2012,2012-06-27 00:00:00,CX,FCX CROSS,FCX CROSS,475 - 560 (4),27.06.2012,PINA-1127-CX,2020-06-24 20:42:04
423,Propel Adv W /Envie Advanced,2012-06-26 00:00:00,Propel Adv W /Envie Advanced,RD,Propel Adv /Envie Advanced,XXS - L (6),26.06.2012,GIAN-PADW-RD,2020-06-24 20:42:04
424,SIGNATURE,2012-06-22 00:00:00,SIGNATURE,SIGNATURE,TR,Custom,22.06.2012,DWC-SIGN-TR,2020-06-24 20:42:04
425,PAVO 3,2012-06-19 00:00:00,RD,PAVO 3,49 - 61 (5),19.06.2012,SIMP-PAV3-RD,SIMP-PAV3-RD,2020-06-24 20:42:04
426,18.06.2012,2012-06-18 00:00:00,RD,675,675,XS - XL (5),18.06.2012,LOOK-675-RD,2020-06-24 20:42:04
427,PROTOS,2012-06-12 00:00:00,PROTOS,RD,FK PRO,XXS - XXXL (8),12.06.2012,DER-PRO-RD,2020-06-24 20:42:04
428,Propel Adv SL ISP,2012-06-12 00:00:00,Propel Adv SL ISP,RD,Propel Adv SL,XS - XL (7),12.06.2012,GIAN-PASI-RD,2020-06-24 20:42:04
429,11.06.2012,2012-06-11 00:00:00,TT,Bayamo+,Bayamo+,XS - XL (5),11.06.2012,NPR-BAYA-TT,2020-06-24 20:42:04
430,07.06.2012,2012-06-07 00:00:00,CX,CX6,CX6,510 - 550 (3),07.06.2012,BSC-CX6-CX,2020-06-24 20:42:04
431,Fenix,2012-06-05 00:00:00,Fenix,RD,Fenix Fork,XXS - XL (6),05.06.2012,RID-FEN-RD,2020-06-24 20:42:04
432,04.06.2012,2012-06-04 00:00:00,RD,Lexa SLX,ISO Speed Carbon +Speed Trap,50 - 62 (7),04.06.2012,TREK-LEXA-RD,2020-06-24 20:42:04
433,GF02 Disc,2012-06-01 00:00:00,GF02 Disc,GF02 Disc CX,48 - 61 (6),01.06.2012,BMC-GF2D-CX,BMC-GF2D-CX,2020-06-24 20:42:04
434,Helium SL / Helium,2012-05-31 00:00:00,Helium SL / Helium,RD,Helium SL / Helium,XS - XL (5),31.05.2012,RID-HESL-RD,2020-06-24 20:42:04
435,31.05.2012,2012-05-31 00:00:00,TT,ETT,ETT Fork,710 - 830 (5),31.05.2012,EMC-ETT-TT,2020-06-24 20:42:04
436,CORSA DR,2012-05-29 00:00:00,RD,50.5 - 59.5 (7),29.05.2012,AVNT-CDR-RD,AVNT-CDR-RD,Corsa DR Fork,2020-06-24 20:42:04
437,FLUIDITY S,2012-05-24 00:00:00,RD,TF03,XXS - XL (6),24.05.2012,TIME-FLUS-RD,TIME-TF03-RD,2020-06-24 20:42:04
438,FLUIDITY,2012-05-24 00:00:00,RD,TF03,XXS - XL (6),24.05.2012,TIME-FLU-RD,TIME-TF03-RD,2020-06-24 20:42:04
439,NXRS,2012-05-18 00:00:00,RD,TF03,XXS - XL (6),18.05.2012,TIME-NXRS-RD,TIME-TF03-RD,2020-06-24 20:42:04
440,ORDU,2012-05-15 00:00:00,ORDU,TT,"S, M, L",ORB-ORDU-TT,15.05.2012,ORB-ORDU-TT,2020-06-24 20:42:04
441,10.05.2012,2012-05-10 00:00:00,RD,EMX-525,EMX-525 Fork,50 - 60 (6),10.05.2012,EMC-E525-RD,2020-06-24 20:42:04
442,CENTO1 SR,2012-05-09 00:00:00,RD,CENTO1 SR,XS r - XXL r (6)XS - XXL (6),09.05.2012,WIL-C1SR-RD,WIL-C1SR-RD,2020-06-24 20:42:04
443,09.05.2012,2012-05-09 00:00:00,TT,UKSI 2008,"UKSI Fork MK3, MK4",XXS - XXL (7),09.05.2012,MET-UKSI-TT,2020-06-24 20:42:04
444,07.05.2012,2012-05-07 00:00:00,TR,MAAT,MAAT,425 - 500 (5),07.05.2012,PINA-1007-TR,2020-06-24 20:42:04
445,20.04.2012,2012-04-20 00:00:00,RD,Legend,Legend,48 - 62 (7),20.04.2012,KEST-LEG-RD,2020-06-24 20:42:04
446,TTQC29  TT001 TT729,2012-04-18 00:00:00,TT,RC53S,"500, 530, 560",18.04.2012,GGC-QC29-TT,GGC-C53S-TT,2020-06-24 20:42:04
447,18.04.2012,2012-04-18 00:00:00,TR,Track Elite,Track Elite,490 - 610 (6),18.04.2012,FUJI-TREL-TR,2020-06-24 20:42:04
448,NXIO,2012-04-11 00:00:00,RD,NXIO,500 - 600 (5),11.04.2012,SIMP-NXIO-RD,SIMP-NXIO-RD,2020-06-24 20:42:04
449,SEMPRE 2013,2012-04-11 00:00:00,SEMPRE 2013,RD,C1605403,470 - 610 (7),11.04.2012,BIAN-SEM2-RD,2020-06-24 20:42:04
450,ZXRS,2012-04-11 00:00:00,RD,TF03,XXS - XL (6),11.04.2012,TIME-ZXRS-RD,TIME-TF03-RD,2020-06-24 20:42:04
451,CADENT ER2,2012-03-21 00:00:00,RD,21.03.2012,AVNT-CER2-RD,Cadent ER2 Fork, , ,2020-06-24 20:42:04
452,RQC29  TR001 TR426,2012-03-20 00:00:00,RD,RC52S,460 - 580 (5),20.03.2012,GGC-QC29-RD,GGC-C52S-RD,2020-06-24 20:42:04
453,TCR Aluxx MY2012,2012-03-02 00:00:00,TCR Aluxx MY2012,RD,TCR Aluxx MY2012,XS - XL (6),02.03.2012,GIAN-TALU-RD,2020-06-24 20:42:04
454,29.02.2012,2012-02-29 00:00:00,TR,L96 / R96,L96 / R96,XXS - M (4),29.02.2012,LOOK-PT91-TR,2020-06-24 20:42:04
455,Ultralight,2012-02-17 00:00:00,Ultralight,RD,Ultralight,XS - XL (5),17.02.2012,BHB-ULTR-RD,2020-06-24 20:42:04
456,SEMPRE,2012-01-31 00:00:00,SEMPRE,RD,FN38,47 - 61 (7),31.01.2012,BIAN-SEM-RD,2020-06-24 20:42:04
457,INFINITO,2012-01-19 00:00:00,INFINITO,RD,FF35,47 - 61 (7),19.01.2012,BIAN-INFI-RD,2020-06-24 20:42:04
458,OLTREOLTRE XR,2012-01-18 00:00:00,OLTREOLTRE XR,RD,FF0053,47 - 61 (7),18.01.2012,BIAN-OLT-RD,2020-06-24 20:42:04
459,ZERO7  ZERO9,2012-01-05 00:00:00,RD,ZERO7 / ZERO9,46 - 59 (8),05.01.2012,WIL-ZERO-RD,WIL-ZERO-RD,2020-06-24 20:42:04
460,IMPULSO,2012-01-03 00:00:00,IMPULSO,RD,FN11,44 - 63 (10),03.01.2012,BIAN-IMP-RD,2020-06-24 20:42:04
461,21.12.2011,2011-12-21 00:00:00,TT,T4,FK37,51 - 58 (4),21.12.2011,CERV-T4-TR,2020-06-24 20:42:04
462,Raleigh Militis,2011-12-19 00:00:00,Raleigh Militis,RD,Raleigh,500 - 620 (6),19.12.2011,RAL-MILI-RD,2020-06-24 20:42:04
463,Gigadrive,2011-12-09 00:00:00,Gigadrive,RD,FK-M-04,50 - 62 (6),09.12.2011,CENT-GIGA-RD,2020-06-24 20:42:04
464,09.12.2011,2011-12-09 00:00:00,RD,SCULTURA SL,FK-M-04,XXS - XL (8),09.12.2011,MERI-SCSL-RD,2020-06-24 20:42:04
465,Roubaix,2011-12-05 00:00:00,Roubaix,RD,Roubaix,49 - 61 (8),05.12.2011,SPE-RBX-RD,2020-06-24 20:42:04
466,ULTIMAX,2011-11-30 00:00:00,ULTIMAX,RD,ULTIMAX,S - XXL (5),30.11.2011,JORB-ULMX-RD,2020-06-24 20:42:04
467,24.11.2011,2011-11-24 00:00:00,RD,695,HSC7,XS - XXL (6),24.11.2011,LOOK-695-RD,2020-06-24 20:42:04
468,18.11.2011,2011-11-18 00:00:00,TT,Track One,Track One,"49, 51, 54",18.11.2011,PRIN-TTO-TT,2020-06-24 20:42:04
469,14.11.2011,2011-11-14 00:00:00,RD,RIS9,RIS9,430 - 550 (5),14.11.2011,BSC-RIS9-RD,2020-06-24 20:42:04
470,09.11.2011,2011-11-09 00:00:00,RD,Ultravox RS-1,Ultravox RS-1 /fk,465 - 590 (6),09.11.2011,SCT-UVOX-RD,2020-06-24 20:42:04
471,Cyclo Cross Carbon,2011-11-09 00:00:00,Cyclo Cross Carbon,CX,Cyclo Cross Carbon,48 - 61 (5),09.11.2011,CENT-CCC-CX,2020-06-24 20:42:04
472,08.11.2011,2011-11-08 00:00:00,CX,X85,Fork X85,S - XL (4),08.11.2011,LOOK-X85-CX,2020-06-24 20:42:04
473,Granfondo 01,2011-11-08 00:00:00,Granfondo 01,Granfondo RD,48 - 61 (6),08.11.2011,BMC-GF01-RD,BMC-GF-RD,2020-06-24 20:42:04
474,Granfondo 02,2011-11-07 00:00:00,Granfondo 02,Granfondo RD,48 - 61 (6),07.11.2011,BMC-GF02-RD,BMC-GF-RD,2020-06-24 20:42:04
475,28.10.2011,2011-10-28 00:00:00, , , , , ,MERI-REAC-RD,2020-06-24 20:42:04
476,Megadrive Carbon,2011-10-28 00:00:00,Megadrive Carbon,RD,EGM-FK-03,50 - 62 (6),28.10.2011,CENT-MEGA-RD,2020-06-24 20:42:04
